cstat_name,donation_name,eid,eid_cnt,output_filename
CROSSMANN COMMUNITIES INC,CROSSMAN COMMUNITIES INC,[40616083],1,CROSSMAN_COMMUNITIES_INC.csv
MASSEY ENERGY CO,MASSEY ENERGY,[7708],1,MASSEY_ENERGY.csv
LEVEL 3 COMMUNICATIONS INC,LEVEL 3 COMMUNICATION INC,[43723140],1,LEVEL_3_COMMUNICATION_INC.csv
LANDRYS RESTAURANTS INC,LANDRYS RESTAURANTS,[1499],1,LANDRYS_RESTAURANTS.csv
CROWN EQUITY HOLDINGS INC,CROWN EQUITY HOLDING INC,[9688174],1,CROWN_EQUITY_HOLDING_INC.csv
AMPHASTAR PHARMACEUTICLS INC,AMPHASTAR PHARMACEUTICALS INC,[383673],1,AMPHASTAR_PHARMACEUTICALS_INC.csv
BEVERLY ENTERPRISES INC,BEVERLY ENTERPRISES,[362],1,BEVERLY_ENTERPRISES.csv
FLEXIINTERNATIONAL SOFTWARE,FLEXI INTERNATIONAL SOFTWARE,[102573],1,FLEXI_INTERNATIONAL_SOFTWARE.csv
CAMBRIDGE HOLDINGS LTD,CAMBRIDGE HOLDINGS,"[19369174, 2861522, 10037732]",3,CAMBRIDGE_HOLDINGS.csv
CAPITAL ASSOCIATES INC,CAPITAL ASSOCIATES,"[5482056, 6168]",2,CAPITAL_ASSOCIATES.csv
FNB FINANCIAL SERVICES CORP,FNB FINANCIAL SERVICES,[12363654],1,FNB_FINANCIAL_SERVICES.csv
WARNER-LAMBERT CO,WARNER-LAMBERT,[2285894],1,WARNERLAMBERT.csv
EASTMAN KODAK CO,EASTMAN KODAK,[877],1,EASTMAN_KODAK.csv
CORINTHIAN COLLEGES INC,CORINTHIAN COLLEGES,[690],1,CORINTHIAN_COLLEGES.csv
GELTECH SOLUTIONS INC,"GELTECH SOLUTIONS, INC.",[19866743],1,GELTECH_SOLUTIONS_INC.csv
WESTERN UNION CO,WESTERN UNION,[2837],1,WESTERN_UNION.csv
BANNER CORP,BANNER CO,[8389526],1,BANNER_CO.csv
GENERAL MOTORS CO,GENERAL MOTORS,[1087],1,GENERAL_MOTORS.csv
GENESIS HEALTHCARE INC,GENESIS HEALTHCARE,[1091],1,GENESIS_HEALTHCARE.csv
CB FINANCIAL SERVICES INC,C B FINANCIAL SERVICES INC,[8102952],1,C_B_FINANCIAL_SERVICES_INC.csv
RMX HOLDINGS INC,RM HOLDINGS INC,[1254584],1,RM_HOLDINGS_INC.csv
GENWORTH FINANCIAL INC,GENWORTH FINANCIAL,[1095],1,GENWORTH_FINANCIAL.csv
JONES LANG LASALLE INC,JONES LANG LASALLE,[1402],1,JONES_LANG_LASALLE.csv
MOTOROLA SOLUTIONS INC,MOTOROLA SOLUTIONS,[8157269],1,MOTOROLA_SOLUTIONS.csv
MONTANA POWER CO,MONTANA POWER,[10909984],1,MONTANA_POWER.csv
CENTERPOINT ENERGY INC,CENTERPOINT ENERGY,[529],1,CENTERPOINT_ENERGY.csv
ELECTRONIC DATA SYSTEMS CORP,ELECTRONIC DATA SYSTEMS,[3607],1,ELECTRONIC_DATA_SYSTEMS.csv
OREGON STEEL MILLS INC,OREGON STEEL MILLS,"[5109972, 5145516]",2,OREGON_STEEL_MILLS.csv
S&P GLOBAL INC,S&P; GLOBAL INC,"[42466123, 42440028]",2,SP_GLOBAL_INC.csv
SANTA FE INTERNATIONAL CORP,SANTA FE INTERNATIONAL,[5188720],1,SANTA_FE_INTERNATIONAL.csv
AMERICAN SCIENCE ENGINEERING,AMERICAN SCIENCE & ENGINEERING,"[24724541, 10688243]",2,AMERICAN_SCIENCE_ENGINEERING.csv
GRAYBAR ELECTRIC CO INC,GRAYBAR ELECTRIC CO,[5005526],1,GRAYBAR_ELECTRIC_CO.csv
K2M GROUP HOLDINGS INC,K GROUP HOLDINGS INC,[1324493],1,K_GROUP_HOLDINGS_INC.csv
L3 TECHNOLOGIES INC,L-3 TECHNOLOGIES INC,"[43734397, 43736279]",2,L3_TECHNOLOGIES_INC.csv
LIFE TECHNOLOGIES INC,LIFE TECHNOLOGIES,[31223],1,LIFE_TECHNOLOGIES.csv
COOPER INDUSTRIES PLC,COOPER INDUSTRIES,[18351815],1,COOPER_INDUSTRIES.csv
COMPUTER SERVICES INC,CODY COMPUTER SERVICES INC,[19682829],1,CODY_COMPUTER_SERVICES_INC.csv
CONSTANT CONTACT INC,CONSTANT CONTACT,"[679264, 43742639, 36486212, 39829125, 42113411]",5,CONSTANT_CONTACT.csv
JUNO THERAPEUTICS INC,JUNO THERAPEUTICS,[36791585],1,JUNO_THERAPEUTICS.csv
HECLA MINING CO,HECLA MINING,[7066],1,HECLA_MINING.csv
INFORMATION SERVICES CORP,INFORMATION SERVICES,"[9676609, 8510260]",2,INFORMATION_SERVICES.csv
ICF INTERNATIONAL INC,INTERNATIONAL INC,[5767899],1,INTERNATIONAL_INC.csv
OMNI ENERGY SERVICES CORP,OMNI ENERGY SERVICES,[8631789],1,OMNI_ENERGY_SERVICES.csv
EDWARDS LIFESCIENCES CORP,EDWARDS LIFESCIENCES,[893],1,EDWARDS_LIFESCIENCES.csv
FLEETBOSTON FINANCIAL CORP,FLEETBOSTON FINANCIAL,[1451838],1,FLEETBOSTON_FINANCIAL.csv
FLOORING AMERICA INC,FLOORING AMERICA,"[7107028, 17618861, 1555851]",3,FLOORING_AMERICA.csv
DYNAVAX TECHNOLOGIES CORP,DYNAVAX TECHNOLOGIES,[2348307],1,DYNAVAX_TECHNOLOGIES.csv
CASTLE GROUP INC-OLD,CASTLE GROUP INC,"[597584, 5187695]",2,CASTLE_GROUP_INC.csv
MY PERSONAL SALON INC,MY PERSONAL SALON,[5555569],1,MY_PERSONAL_SALON.csv
MONSTER WORLDWIDE INC,MONSTER WORLDWIDE,[7229247],1,MONSTER_WORLDWIDE.csv
MODERN MEDICAL MODALITIES CP,MODERN MEDICAL MODALITIES CORP,[6713118],1,MODERN_MEDICAL_MODALITIES_CORP.csv
GREEN MOUNTAIN POWER CORP,GREEN MOUNTAIN POWER,[6978],1,GREEN_MOUNTAIN_POWER.csv
GREY GLOBAL GROUP INC,GREY GLOBAL GROUP,[821270],1,GREY_GLOBAL_GROUP.csv
CORNELL COMPANIES INC,CORNELL COMPANIES,[6448],1,CORNELL_COMPANIES.csv
MICRON TECHNOLOGY INC,MICRON TECHNOLOGY,[1724],1,MICRON_TECHNOLOGY.csv
DELHAIZE AMERICA INC,DELHAIZE AMERICA,"[43587176, 5686507]",2,DELHAIZE_AMERICA.csv
FINANCIAL PACIFIC CO-REDH,FINANCIAL PACIFIC CO,[4548287],1,FINANCIAL_PACIFIC_CO.csv
MEDICAL RESOURCES INC,MEDICAL RESOURCES,"[1135544, 8296354]",2,MEDICAL_RESOURCES.csv
HUB INTERNATIONAL LTD,HUB INTERNATIONAL,"[28143519, 1644584]",2,HUB_INTERNATIONAL.csv
MARSH & MCLENNAN COS,MARSH & MCLENNAN,"[24725657, 8104736]",2,MARSH_MCLENNAN.csv
IASIS HEALTHCARE LLC,IASIS HEALTHCARE,"[9835957, 20815253, 9753942]",3,IASIS_HEALTHCARE.csv
MILLER INDUSTRIES INC,MILLER INDUSTRIES,"[10103338, 10048735]",2,MILLER_INDUSTRIES.csv
ENTERPRISE GROUP INC,ENTERPRISE GROUP,"[1562297, 4614886]",2,ENTERPRISE_GROUP.csv
SUMMIT PROPERTIES INC,SUMMIT PROPERTIES,"[6529298, 9634994, 29416864, 33172, 1750227, 4061598]",6,SUMMIT_PROPERTIES.csv
AMERISTAR CASINOS INC,AMERISTAR CASINOS,[5768],1,AMERISTAR_CASINOS.csv
AMERICAN APPAREL INC,AMERICAN APPAREL,"[1349979, 37064661]",2,AMERICAN_APPAREL.csv
AMERICAN AIRLINES INC,AMERICAN AIRLINES,[3076],1,AMERICAN_AIRLINES.csv
AMERICAN CAPITAL LTD,AMERICAN CAPITAL,[114],1,AMERICAN_CAPITAL.csv
POWELL INDUSTRIES INC,POWELL INDUSTRIES,[7476155],1,POWELL_INDUSTRIES.csv
ASPECT COMMUNICATIONS CORP,ASPECT COMMUNICATIONS,[2254367],1,ASPECT_COMMUNICATIONS.csv
TTM TECHNOLOGIES INC,TECHNOLOGIES INC,[1629759],1,TECHNOLOGIES_INC.csv
ALLEGHENY ENERGY INC,ALLEGHENY ENERGY,[84],1,ALLEGHENY_ENERGY.csv
SCHOTTENSTEIN STORES CORP,SCHOTTENSTEIN STORES,[2617103],1,SCHOTTENSTEIN_STORES.csv
AVIS BUDGET GROUP INC,AVIS BUDGET GROUP,[3196],1,AVIS_BUDGET_GROUP.csv
TEXAS INSTRUMENTS INC,TEXAS INSTRUMENTS,[2586],1,TEXAS_INSTRUMENTS.csv
SRA INTERNATIONAL INC,SRA INTERNATIONAL,[10926614],1,SRA_INTERNATIONAL.csv
RPM INTERNATIONAL INC,RPM INTERNATIONAL,[2269],1,RPM_INTERNATIONAL.csv
VASTAR RESOURCES INC,VASTAR RESOURCES,[2140237],1,VASTAR_RESOURCES.csv
BAKER HUGHES INC,BAKER HUGHES INC PAC,[9627887],1,BAKER_HUGHES_INC_PAC.csv
SYMMETRY MEDICAL INC,SYMMETRY MEDICAL,[7410399],1,SYMMETRY_MEDICAL.csv
VOICESTREAM WIRELESS CORP,VOICESTREAM WIRELESS,[3217860],1,VOICESTREAM_WIRELESS.csv
BANTA CORP,BANTA CO,[2347176],1,BANTA_CO.csv
WASHINGTON MUTUAL INC,WASHINGTON MUTUAL,"[8359803, 2346935, 2312135]",3,WASHINGTON_MUTUAL.csv
PSS WORLD MEDICAL INC,PSS WORLD MEDICAL,"[15273, 183670]",2,PSS_WORLD_MEDICAL.csv
STARZ,STAR,"[8131266, 3396684, 5892020]",3,STAR.csv
ANGLOGOLD ASHANTI LTD,ANGLOGOLD ASHANTI,[5783],1,ANGLOGOLD_ASHANTI.csv
WESTERN REFINING INC,WESTERN REFINING,"[5690784, 5691153, 5822898]",3,WESTERN_REFINING.csv
SUNBURST HOSPITALITY CORP,SUNBURST HOSPITALITY,[5812254],1,SUNBURST_HOSPITALITY.csv
REPUBLIC SERVICES INC,REPUBLIC SERVICES,"[8663, 44932748]",2,REPUBLIC_SERVICES.csv
ACE CASH EXPRESS INC,ACE CASH EXPRESS,[21],1,ACE_CASH_EXPRESS.csv
LUXOTTICA GROUP SPA,LUXOTTICA GROUP,[13825],1,LUXOTTICA_GROUP.csv
COLDWATER CREEK INC,COLDWATER CREEK,[625],1,COLDWATER_CREEK.csv
COMMAND CENTER INC,COMMAND CENTER,[9735377],1,COMMAND_CENTER.csv
COLONY CAPITAL INC,COLONY CAPITAL,[61818],1,COLONY_CAPITAL.csv
MBC HOLDING CO,MB HOLDING CO,"[5026856, 8504003]",2,MB_HOLDING_CO.csv
SPAR GROUP INC,SPA GROUP INC,[7504149],1,SPA_GROUP_INC.csv
COHEN & COMPANY INC,COHEN & COMPANY,[2770848],1,COHEN_COMPANY.csv
CLICK COMMERCE INC,CLICK COMMERCE,[605],1,CLICK_COMMERCE.csv
ST JUDE MEDICAL INC,ST JUDE MEDICAL,[10847725],1,ST_JUDE_MEDICAL.csv
CNO FINANCIAL GROUP INC,CNL FINANCIAL GROUP INC,[18928363],1,CNL_FINANCIAL_GROUP_INC.csv
MAIN STREET BANKS INC,MAIN STREET BANK INC,[7522617],1,MAIN_STREET_BANK_INC.csv
MEDICAN ENTERPRISES INC,MEDICAL ENTERPRISES INC,[9921182],1,MEDICAL_ENTERPRISES_INC.csv
MCK COMMUNICATIONS INC,MACK COMMUNICATIONS INC,[2934580],1,MACK_COMMUNICATIONS_INC.csv
SIEBEL SYSTEMS INC,SIEBEL SYSTEMS,[2378],1,SIEBEL_SYSTEMS.csv
MEGA GROUP INC,MEG GROUP INC,[1672244],1,MEG_GROUP_INC.csv
NATIONAL PROPERTIES CORP,NATIONAL PROPERTIES,"[2971794, 1740751, 32731819]",3,NATIONAL_PROPERTIES.csv
PURE RESOURCES INC,PURE RESOURCES,[6827566],1,PURE_RESOURCES.csv
OHIO EDISON CO,OHIO EDISON,[4041513],1,OHIO_EDISON.csv
OBA FINANCIAL SERVICES INC,OAK FINANCIAL SERVICES INC,[5797989],1,OAK_FINANCIAL_SERVICES_INC.csv
REEDS JEWELERS INC,REEDS JEWELERS,[146986],1,REEDS_JEWELERS.csv
RESERVE INDUSTRIES CORP,RESERVE INDUSTRIES,[8930001],1,RESERVE_INDUSTRIES.csv
CARDINAL HEALTH INC,CARDINAL HEALTH,[489],1,CARDINAL_HEALTH.csv
CARTER-WALLACE INC,CARTER WALLACE INC,[8044741],1,CARTER_WALLACE_INC.csv
CASTLE & COOKE INC,CASTLE & COOKE,[515],1,CASTLE_COOKE.csv
NBCUNIVERSAL MEDIA LLC,NBC UNIVERSAL MEDIA LLC,[34045150],1,NBC_UNIVERSAL_MEDIA_LLC.csv
NATIONAL VISION INC,NATIONAL VISION,"[65110, 23281247]",2,NATIONAL_VISION.csv
MULTI SOLUTIONS INC,MULTI SOLUTIONS,[4322166],1,MULTI_SOLUTIONS.csv
CHURCHILL DOWNS INC,CHURCHILL DOWNS,[18733],1,CHURCHILL_DOWNS.csv
RURAL/METRO CORP,RURAL METRO CORP,"[139032, 5054836, 9862608, 6774246, 1137795, 7892875, 8257862, 5782557, 7655679]",9,RURAL_METRO_CORP.csv
AXYS PHARMACEUTICALS INC,AZYS PHARMACEUTICALS INC,[2549836],1,AZYS_PHARMACEUTICALS_INC.csv
CENTERPOINT PROPERTIES TRUST,CENTERPOINT PROPERTIES,[530],1,CENTERPOINT_PROPERTIES.csv
AXCESS INTERNATIONAL INC,ACCESS INTERNATIONAL INC,[6430230],1,ACCESS_INTERNATIONAL_INC.csv
MIRAGE RESORTS INC,MIRAGE RESORTS,[9816639],1,MIRAGE_RESORTS.csv
CHENIERE ENERGY INC,CHENIERE ENERGY,[8314953],1,CHENIERE_ENERGY.csv
ARCADIA RESOURCES INC,ACADIA RESOURCES INC,[9940290],1,ACADIA_RESOURCES_INC.csv
SIGA TECHNOLOGIES INC,SIGMA TECHNOLOGIES INC,"[26360695, 4102211]",2,SIGMA_TECHNOLOGIES_INC.csv
ATLANTIC RICHFIELD CO,ATLANTC RICHFIELD CO,[2198247],1,ATLANTC_RICHFIELD_CO.csv
CHRYSLER GROUP LLC,CHRYSLER GROUP,[746],1,CHRYSLER_GROUP.csv
ARCH CHEMICALS INC,ARCH CHEMICALS,[10892350],1,ARCH_CHEMICALS.csv
KRG MANAGEMENT INC,KRG MANAGEMENT,[38555916],1,KRG_MANAGEMENT.csv
STERLING FINANCIAL CORP,STERLING FINANCIAL,"[5688821, 9864761]",2,STERLING_FINANCIAL.csv
UNITED RENTALS INC,UNITED RENTALS,"[24577347, 1659103, 10735027, 8366794, 19688705, 16934509, 23342633]",7,UNITED_RENTALS.csv
UNITED THERAPEUTICS CORP,UNITED THERAPEUTICS,[16057445],1,UNITED_THERAPEUTICS.csv
UNIVERSAL MANUFACTURING CO,UNIVERSAL MANUFACTURING CORP,[4392747],1,UNIVERSAL_MANUFACTURING_CORP.csv
ALASKA AIRLINES INC,ALASKA AIRLINES,[75],1,ALASKA_AIRLINES.csv
GOODRICH PETROLEUM CORP,GOODRICH PETROLEUM,[11425099],1,GOODRICH_PETROLEUM.csv
DOMARK INTERNATIONAL INC,DONMAR INTERNATIONAL INC,[2389869],1,DONMAR_INTERNATIONAL_INC.csv
GLAXOSMITHKLINE PLC,GLAXOSMITHKLINE,[1116],1,GLAXOSMITHKLINE.csv
AFFINITY GAMING LLC,AFFINITY GAMING,[15752645],1,AFFINITY_GAMING.csv
FUELCELL ENERGY INC,FUELCELL ENERGY,[1056],1,FUELCELL_ENERGY.csv
VITAE PHARMACEUTICALS INC,VITANE PHARMACEUTICALS INC.,[25863093],1,VITANE_PHARMACEUTICALS_INC.csv
VITALSTATE INC,VITALSTAT INC,[7400251],1,VITALSTAT_INC.csv
WARNER MUSIC GROUP CORP,WARNER MUSIC GROUP,"[10685029, 356076, 36922013]",3,WARNER_MUSIC_GROUP.csv
WASTE SERVICES INC,WASTE SERVICES,"[9667369, 29098132]",2,WASTE_SERVICES.csv
FIRST ROBINSON FINANCIAL CP,FIRST ROBINSON FINANCIAL CORP,[2786702],1,FIRST_ROBINSON_FINANCIAL_CORP.csv
ACKERLEY GROUP INC,ACKERLEY GROUP,"[3991647, 3990329]",2,ACKERLEY_GROUP.csv
WILLIAMS-SONOMA INC,WILLIAMS-SONOMA,[17155],1,WILLIAMSSONOMA.csv
FAFCO INC,FCO INC,[183092],1,FCO_INC.csv
WISCONSIN PUBLIC SERVICE CP,WISCONSIN PUBLIC SERVICE CORP,"[17188, 15835251]",2,WISCONSIN_PUBLIC_SERVICE_CORP.csv
EVOLENT HEALTH INC,EVOLENT HEALTH,[43790407],1,EVOLENT_HEALTH.csv
ESCO TECHNOLOGIES INC,ECO TECHNOLOGIES INC,"[192946, 41729325]",2,ECO_TECHNOLOGIES_INC.csv
ENERGYSOLUTIONS INC,ENERGYSOLUTIONS,[910],1,ENERGYSOLUTIONS.csv
UNITED TECHNOLOGIES CORP,UNITED TECHNOLOGIES,[24726184],1,UNITED_TECHNOLOGIES.csv
HAMPSHIRE GROUP LTD,HAMPSHIRE GROUP,[32017426],1,HAMPSHIRE_GROUP.csv
STERLING SUGARS INC,STERLING SUGARS,"[8235509, 40530751]",2,STERLING_SUGARS.csv
HOSPITALITY PROPERTIES TRUST,HOSPITALITY PROPERTIES,"[7710270, 25760358]",2,HOSPITALITY_PROPERTIES.csv
STONE & WEBSTER INC,STONE & WEBSTER,"[6959281, 7053537]",2,STONE_WEBSTER.csv
STONEGATE MORTGAGE CORP,STONEGATE MORTGAGE,"[7329318, 22096518]",2,STONEGATE_MORTGAGE.csv
LEGGETT & PLATT INC,LEGGETT & PLATT,[1522],1,LEGGETT_PLATT.csv
SUPERIOR ENERGY SERVICES INC,SUPERIOR ENGERY SERVICES INC,[8704076],1,SUPERIOR_ENGERY_SERVICES_INC.csv
LAS VEGAS SANDS INC,LAS VEGAS SANDS,[7486],1,LAS_VEGAS_SANDS.csv
CONTURA ENERGY INC,CONTURA ENERGY,[43522475],1,CONTURA_ENERGY.csv
TAYLOR CAPITAL GROUP INC,TAYLOR CAPITOL GROUP INC,[3343906],1,TAYLOR_CAPITOL_GROUP_INC.csv
TEJON RANCH CO,TEJON RANCH,[16394],1,TEJON_RANCH.csv
TEXAS ROADHOUSE INC,TEXAS ROADHOUSE,"[3774621, 15989139, 6979137, 5014806, 9056929, 14001606, 12013305, 43123635, 6750953]",9,TEXAS_ROADHOUSE.csv
IT GROUP INC,ITS GROUP INC,[2308518],1,ITS_GROUP_INC.csv
INTREPID POTASH INC,INTREPID POTASH,[1345],1,INTREPID_POTASH.csv
CROSSTEX ENERGY INC,CROSSTEX ENERGY,[10245058],1,CROSSTEX_ENERGY.csv
CROWN HOLDINGS INC,CROWN HOLDINGS,[729],1,CROWN_HOLDINGS.csv
TORCH OFFSHORE INC,TORCH OFFSHORE,[8607814],1,TORCH_OFFSHORE.csv
CSX TRANSPORTATION INC,CSX TRANSPOTATION INC,[14005214],1,CSX_TRANSPOTATION_INC.csv
INFINITY ENERGY RESOURCES,INFINITY ENERGY RESOURCER,[20879253],1,INFINITY_ENERGY_RESOURCER.csv
INDEPENDENT BANKSHARES INC,INDEPENDENT BANCSHARES INC,[7113531],1,INDEPENDENT_BANCSHARES_INC.csv
IMPERIAL BRANDS PLC,IMPERIAL BRANDS,[16709671],1,IMPERIAL_BRANDS.csv
IFM INVESTMENTS LTD,INVESTMENTS LTD,[1659529],1,INVESTMENTS_LTD.csv
HYDRON TECHNOLOGIES INC,HYDRO TECHNOLOGIES INC,[7344647],1,HYDRO_TECHNOLOGIES_INC.csv
AM COMMUNICATIONS INC,AMI COMMUNICATIONS INC,[3191281],1,AMI_COMMUNICATIONS_INC.csv
PUBLIC STORAGE,PUBLIC STORAGE INC,"[2130, 2458516, 2538315]",3,PUBLIC_STORAGE_INC.csv
PLANET PAYMENT INC,PLANET PAYMENT,[4571125],1,PLANET_PAYMENT.csv
1-800 CONTACTS INC,1-800 CONTACTS,[1],1,1800_CONTACTS.csv
BUILDERS FIRSTSOURCE,BUILDERS FIRST SOURCE,"[2114165, 1654928]",2,BUILDERS_FIRST_SOURCE.csv
PRESIDENT CASINOS INC,PRESIDENT CASINO INC,[8319511],1,PRESIDENT_CASINO_INC.csv
PREMIUM STANDARD FARMS INC,PREMIUM STANDARDS FARM INC,[4355167],1,PREMIUM_STANDARDS_FARM_INC.csv
POST PROPERTIES INC,POST PROPERTIES,[6839506],1,POST_PROPERTIES.csv
PLATO LEARNING INC,PLATO LEARNING,[4268064],1,PLATO_LEARNING.csv
PATHMARK STORES INC,PATHMARK STORES,[5059971],1,PATHMARK_STORES.csv
PECO ENERGY CO,PECO ENERGY,[8406],1,PECO_ENERGY.csv
PINNACLE ENTERTAINMENT INC,"PINNACLE ENTERAINMENT, INC",[29265024],1,PINNACLE_ENTERAINMENT_INC.csv
INNOVEX INC,INNOVEXX INC,[5067732],1,INNOVEXX_INC.csv
AMEDORE HOMES INC,AMEDORE HOMES,[4652787],1,AMEDORE_HOMES.csv
HEALTHMARKETS INC,HEALTHMARKETS,[22047],1,HEALTHMARKETS.csv
D & E COMMUNICATIONS INC,D & B COMMUNICATIONS INC,[27613778],1,D_B_COMMUNICATIONS_INC.csv
DEAN FOODS CO,DEAN FOODS,[767],1,DEAN_FOODS.csv
KINDER MORGAN INC,KINDER MORGAN,[1439],1,KINDER_MORGAN.csv
UGI UTILITIES INC,UGI UTILITIES,[16711],1,UGI_UTILITIES.csv
PHASE METRICS INC,PHASE METRICS,[2573594],1,PHASE_METRICS.csv
UNITED INDUSTRIES CORP,UNITED INDUSTRIES,[2376305],1,UNITED_INDUSTRIES.csv
GULF POWER CO,GULF POWER,[12646],1,GULF_POWER.csv
OREX EXPLORATION INC,ORX EXPLORATION INC,[12021549],1,ORX_EXPLORATION_INC.csv
ORGANIC INC,ORGANICS INC,[1648774],1,ORGANICS_INC.csv
COVAD COMMUNICATIONS GROUP,COVAD COMMUNICATIONS,"[1486594, 7114013]",2,COVAD_COMMUNICATIONS.csv
ANHEUSER-BUSCH COS INC,ANHEUSER-BUSCH CO,[207],1,ANHEUSERBUSCH_CO.csv
SYMETRA FINANCIAL CORP,SYMETRA FINANCIAL,[16324],1,SYMETRA_FINANCIAL.csv
CASS INFORMATION SYSTEMS INC,COMPASS INFORMATION SYSTEMS INC,[4990322],1,COMPASS_INFORMATION_SYSTEMS_INC.csv
MOLECULAR IMAGING CORP,MOLECULAR IMAGING,[7496524],1,MOLECULAR_IMAGING.csv
MISSION RESOURCES CORP,MISSION RESOURCES,[11306210],1,MISSION_RESOURCES.csv
MICROSTRATEGY INC,MICROSTRATEGY,[6371547],1,MICROSTRATEGY.csv
PREMIER INC,PREMIERE INC,[8587521],1,PREMIERE_INC.csv
MARKETING SPECIALISTS CORP,MARKETING SPECIALIST,[4699677],1,MARKETING_SPECIALIST.csv
CNH GLOBAL NV,CNH GLOBAL,[1737249],1,CNH_GLOBAL.csv
SPORTSMANS WAREHOUSE HLDGS,SPORTSMANS WAREHOUSE,"[9865412, 9211116, 7973496]",3,SPORTSMANS_WAREHOUSE.csv
SSP SOLUTIONS INC,SOLUTIONS INC,[1755943],1,SOLUTIONS_INC.csv
LONGS DRUG STORES CORP,LONGS DRUG STORES,"[795809, 8195302, 10121717]",3,LONGS_DRUG_STORES.csv
SUMMIT MIDSTREAM PARTNERS LP,SUMMIT MIDSTREAM PARTNERS LLC,[15817467],1,SUMMIT_MIDSTREAM_PARTNERS_LLC.csv
CONSOL ENERGY INC,CONSOL ENERGY,"[670, 26790041]",2,CONSOL_ENERGY.csv
DONEGAL GROUP INC,DONEGAL GROUP,"[152259, 2451651]",2,DONEGAL_GROUP.csv
PNM RESOURCES INC,PNM RESOURCES,[2081],1,PNM_RESOURCES.csv
WESTERN RESOURCES CORP,WESTERN RESOURCES,[9487],1,WESTERN_RESOURCES.csv
OWENS & MINOR INC,OWENS & MINOR,[14853],1,OWENS_MINOR.csv
ENVIRONMENTL TECHNOLOGIES CP,ENVIRONMENTAL TECHNOLOGIES,"[40614794, 2361508]",2,ENVIRONMENTAL_TECHNOLOGIES.csv
DTE ENERGY CO,DTE ENERGY,[851],1,DTE_ENERGY.csv
FLOWERS FOODS INC,FLOWERS FOODS,[6799],1,FLOWERS_FOODS.csv
PROVINCE HEALTHCARE CO,PROVINCE HEALTHCARE CORP,"[1774273, 16317928]",2,PROVINCE_HEALTHCARE_CORP.csv
PIPER JAFFRAY COS,PIPER JAFFRAY,[15120],1,PIPER_JAFFRAY.csv
WILLIAMS SCOTSMAN INTL,WILLIAMS SCOTSMAN,"[2018355, 1869790, 42625646]",3,WILLIAMS_SCOTSMAN.csv
EN POINTE TECHNOLOGIES INC,EN POINTE TECHNOLOGIES,[790273],1,EN_POINTE_TECHNOLOGIES.csv
FORTEM RESOURCES INC,FORTE RESOURCES INC,[707800],1,FORTE_RESOURCES_INC.csv
GETTY IMAGES INC,GETTY IMAGES,"[43133528, 33526354, 34561171, 43133149]",4,GETTY_IMAGES.csv
LEE ENTERPRISES INC,LINDA LEE ENTERPRISES INC,[3002919],1,LINDA_LEE_ENTERPRISES_INC.csv
LAIDLAW INTERNATIONAL INC,LAI INTERNATIONAL INC,[3200623],1,LAI_INTERNATIONAL_INC.csv
NOVO NORDISK A/S,NOVO NORDISK,[1913],1,NOVO_NORDISK.csv
GEORGIA-PACIFIC CORP,GEORGIA-PACIFIC,[3797],1,GEORGIAPACIFIC.csv
LINCOLN NATIONAL CORP,LINCOLN NATIONAL,[1547],1,LINCOLN_NATIONAL.csv
FIRSTPLUS FINANCIAL GROUP,FIRSTPLUS FINANCIAL GROUP INC PAC,[11176910],1,FIRSTPLUS_FINANCIAL_GROUP_INC_PAC.csv
WESTCORP,WESTCO,"[9635309, 8010866, 2577791]",3,WESTCO.csv
KIMBALL INTERNATIONAL  -CL B,KIMBALL INTERNATIONAL,[6958963],1,KIMBALL_INTERNATIONAL.csv
KERR-MCGEE CORP,KERR MCGEE CORP,"[3280822, 3353781, 16114611, 6355970, 16114612, 8206083, 16114609, 8050233, 9024187, 8889720, 8905694, 8970331, 8971564, 8890215]",14,KERR_MCGEE_CORP.csv
TARGA RESOURCES CORP,TARGA RESOURCES,[15993459],1,TARGA_RESOURCES.csv
PETROHAWK ENERGY CORP,PETROHAWK ENERGY,[11898053],1,PETROHAWK_ENERGY.csv
TENET HEALTHCARE CORP,TENET HEALTHCARE,[2572],1,TENET_HEALTHCARE.csv
AQUA AMERICA INC,AQUA AMERICA,[218],1,AQUA_AMERICA.csv
LUND ENTERPRISES CORP,LUND ENTERPRISES,[2451107],1,LUND_ENTERPRISES.csv
NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN,[1905],1,NORTHROP_GRUMMAN.csv
CAPITAL BEVERAGE CORP,CAPITAL BEVERAGE,[5217511],1,CAPITAL_BEVERAGE.csv
BARNES GROUP INC,BARNES GROUP,[44216686],1,BARNES_GROUP.csv
CB RICHARD ELLIS SVCS,CB RICHARD ELLIS,"[2346466, 5012099, 5725779, 5613446]",4,CB_RICHARD_ELLIS.csv
WYNN RESORTS LTD,WYNN RESORTS,[2906],1,WYNN_RESORTS.csv
MHM SERVICES INC,MHM SERVICES,[50560],1,MHM_SERVICES.csv
PATINA OIL & GAS CORP,PATINA OIL & GAS,[7048556],1,PATINA_OIL_GAS.csv
ATLAS ENERGY LTD,ATLAS ENERGY,[4696392],1,ATLAS_ENERGY.csv
MENTOR GRAPHICS CORP,MENTOR GRAPHICS,"[4997718, 5548786]",2,MENTOR_GRAPHICS.csv
